Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,label
80529.0,1127.3139999999999,455.0444,226.0905,81294.0,320.2073,0.8678,0.9906,0.6172,0.7963,2.0127,0.7037,0
82306.0,1116.464,410.7504,256.2447,83372.0,323.721,0.7815,0.9872,0.7325,0.8298,1.6030000000000002,0.7881,0
92063.0,1193.471,467.8854,252.2589,93035.0,342.3715,0.8422,0.9896,0.6998,0.8122,1.8548,0.7317,0
68397.0,1071.935,441.167,198.8392,69149.0,295.103,0.8927,0.9891,0.6141,0.748,2.2187,0.6689,1
65452.0,1012.716,409.3489,204.1677,66065.0,288.6799,0.8667,0.9907,0.7458,0.802,2.005,0.7052,0
67961.0,1000.5369999999999,393.5478,221.0958,68758.0,294.1609,0.8273,0.9884,0.7424,0.8531,1.78,0.7475,0
70560.0,1025.0739999999998,402.9124,223.6974,71116.0,299.7329,0.8317,0.9922,0.7396,0.8438,1.8011,0.7439,0
82798.0,1110.093,436.5554,242.3814,83578.0,324.6871,0.8317,0.9907,0.6954,0.8443,1.8011,0.7437,0
84842.0,1130.448,429.4275,253.5051,86185.0,328.6703,0.8072,0.9844,0.6864,0.8343,1.694,0.7654,0
47939.0,868.485,359.103,170.1768,48366.0,247.0584,0.8806,0.9912,0.7378,0.7987,2.1102,0.688,1
105193.0,1329.655,561.8828,238.9633,105966.0,365.9725,0.9051,0.9927,0.6026,0.7477,2.3513,0.6513,1
91455.0,1203.49,491.3347,237.4701,92255.0,341.2391,0.8754,0.9913,0.6791,0.7935,2.069,0.6945,0
76325.0,1076.066,420.2904,232.4291,77189.0,311.7371,0.8332,0.9888,0.7328,0.8283,1.8083,0.7417,0
59486.0,975.7719999999999,399.6035,190.8801,59988.0,275.2089,0.8785,0.9916,0.7473,0.7851,2.0935,0.6887,1
97914.0,1285.9769999999999,543.6489,229.8453,98927.0,353.0835,0.9062,0.9898,0.7594,0.7440000000000001,2.3653,0.6495,1
90380.0,1246.736,527.3789,220.5686,91142.0,339.2276,0.9083,0.9916,0.7588,0.7307,2.391,0.6432,1
115667.0,1302.503,513.1843,287.8763,116443.0,383.7601,0.8278,0.9933,0.6812,0.8568,1.7827,0.7478,1
73586.0,1020.916,394.8918,238.0174,74109.0,306.0925,0.7979,0.9929,0.7485,0.8872,1.6591,0.7751,0
93812.0,1211.226,500.6121,238.9439,94411.0,345.6084,0.8787,0.9937,0.6154,0.8036,2.0951,0.6904,1
66584.0,1063.989,443.5447,192.3178,67224.0,291.1656,0.9011,0.9905,0.7321,0.7391,2.3063,0.6565,1
59260.0,1007.878,413.3942,185.84400000000002,60066.0,274.6856,0.8933,0.9866,0.7395,0.7331,2.2244,0.6645,0
79880.0,1185.406,510.0415,200.5869,80832.0,318.9144,0.9194,0.9882,0.5671,0.7144,2.5427,0.6253,1
81992.0,1174.797,494.1882,212.9167,82907.0,323.1029,0.9024,0.9890000000000001,0.6903,0.7465,2.3209999999999997,0.6538,1
93924.0,1172.49,450.5382,266.2257,94692.0,345.8146,0.8067,0.9919,0.7296,0.8586,1.6923,0.7676,0
80620.0,1115.305,442.9678,233.8452,81544.0,320.3882,0.8493,0.9887,0.6338,0.8145,1.8943,0.7233,0
71614.0,1036.482,405.569,226.0209,72260.0,301.9632,0.8303,0.9911,0.6897,0.8377,1.7944,0.7445,0
67668.0,1007.845,391.7248,220.5169,68367.0,293.5261,0.8265,0.9898,0.7481,0.8372,1.7764,0.7493,0
60145.0,938.701,357.5699,214.6178,60824.0,276.7291,0.7998,0.9888,0.6804,0.8577,1.6661,0.7739,0
91820.0,1199.129,476.8586,246.5577,92719.0,341.9194,0.856,0.9903,0.684,0.8024,1.9341,0.7170000000000001,0
73128.0,1105.963,466.2476,200.6775,73703.0,305.1384,0.9026,0.9922,0.6226,0.7513,2.3234,0.6545,1
74778.0,1055.4,420.6346,227.28799999999998,75378.0,308.5617,0.8414,0.992,0.7505,0.8436,1.8507,0.7336,1
69402.0,1114.089,486.9039,181.7084,70045.0,297.2631,0.9278,0.9908,0.7132,0.7027,2.6796,0.6105,1
57840.0,986.4730000000001,418.9703,176.5556,58299.0,271.3746,0.9069,0.9921,0.6186,0.7469,2.373,0.6477,1
86164.0,1122.042,428.2713,256.9736,86938.0,331.2211,0.8,0.9911,0.6940000000000001,0.86,1.6666,0.7734,0
70452.0,1030.873,406.2796,222.2445,71301.0,299.5034,0.8371,0.9881,0.6972,0.8331,1.8281,0.7372,0
61053.0,976.712,386.2994,203.3896,62294.0,278.8101,0.8502,0.9801,0.6626,0.8042,1.8993,0.7217,0
71463.0,1048.397,410.8773,224.0957,72035.0,301.6447,0.8382,0.9921,0.6622,0.8170000000000001,1.8335,0.7341,1
109006.0,1367.4229999999998,570.3362,244.0344,110017.0,372.5463,0.9038,0.9908,0.5811,0.7326,2.3371,0.6532,1
70285.0,1038.973,397.2996,227.0837,71505.0,299.1482,0.8206,0.9829,0.6928,0.8182,1.7496,0.753,0
84348.0,1115.329,439.8464,244.5711,85024.0,327.7121,0.8312,0.992,0.7289,0.8521,1.7984,0.7451,0
85506.0,1126.425,435.6517,251.6945,86268.0,329.954,0.8162,0.9912,0.7446,0.8468,1.7309,0.7574,0
95428.0,1267.626,536.2348,227.15400000000002,96087.0,348.5724,0.9058,0.9931,0.7424,0.7463,2.3607,0.65,1
99985.0,1240.471,501.4018,254.47799999999998,100731.0,356.7981,0.8616,0.9926,0.7306,0.8165,1.9703,0.7116,1
76714.0,1092.047,434.9894,225.4747,77557.0,312.5305,0.8552,0.9891,0.6609999999999999,0.8084,1.9292,0.7185,0
64193.0,989.738,388.8948,210.8489,64846.0,285.89,0.8403,0.9899,0.6578,0.8235,1.8444,0.7351,0
70110.0,1046.245,418.6039,214.3956,70756.0,298.7755,0.8589,0.9909,0.665,0.8049,1.9525,0.7137,0
78931.0,1129.774,463.2525,218.1476,79754.0,317.0143,0.8822,0.9897,0.6223,0.7771,2.1236,0.6843,0
67440.0,1010.592,395.426,217.93900000000002,68229.0,293.0312,0.8344,0.9884,0.7241,0.8298,1.8144,0.7411,1
86180.0,1207.003,505.2295,218.1533,87156.0,331.2518,0.902,0.9888,0.6453,0.7434,2.3159,0.6556,1
89286.0,1158.671,449.708,253.65900000000002,90460.0,337.1683,0.8257,0.987,0.738,0.8357,1.7729,0.7497,0
72109.0,1031.8010000000002,414.9175,221.8285,72725.0,303.005,0.8451,0.9915,0.6819,0.8512,1.8704,0.7303,0
64543.0,959.7739999999999,364.3535,226.7457,65140.0,286.6683,0.7828,0.9908,0.703,0.8805,1.6069,0.7868,0
99109.0,1222.611,489.2759,258.1309,99840.0,355.2316,0.8495,0.9927,0.6959,0.8332,1.8955,0.726,0
63752.0,1016.122,411.8515,197.9054,64556.0,284.9062,0.877,0.9875,0.7264,0.7759,2.0811,0.6918,1
85734.0,1166.54,479.2658,228.2734,86439.0,330.3936,0.8793,0.9918,0.7618,0.7917,2.0995,0.6894,1
74740.0,1130.837,474.4372,201.7089,75645.0,308.4833,0.9051,0.988,0.7533,0.7345,2.3521,0.6502,1
103815.0,1241.729,481.2834,275.732,104687.0,363.5675,0.8196,0.9917,0.7449,0.8461,1.7455,0.7554,0
69304.0,1069.857,445.9318,198.4077,70024.0,297.0532,0.8956,0.9897,0.5618,0.7609,2.2476,0.6661,1
78642.0,1152.579,492.3262,203.8733,79237.0,316.4334,0.9102,0.9925,0.541,0.7439,2.4149,0.6427,1
66407.0,981.3,371.4689,228.8727,67132.0,290.7783,0.7876,0.9892,0.7156,0.8666,1.6230000000000002,0.7828,0
107935.0,1264.572,493.671,280.9771,108930.0,370.7116,0.8222,0.9909,0.6985,0.8482,1.757,0.7509,1
68663.0,1001.803,392.3675,223.8566,69265.0,295.6763,0.8213,0.9913,0.7304,0.8597,1.7528,0.7536,0
118751.0,1468.224,629.7230000000001,240.9782,120036.0,388.8425,0.9239,0.9893,0.7440000000000001,0.6922,2.6132,0.6175,1
77975.0,1115.537,457.1558,218.222,78637.0,315.0886,0.8787,0.9916,0.7354,0.7874,2.0949,0.6892,1
67985.0,1001.035,391.0707,222.5977,68625.0,294.2128,0.8222,0.9907,0.73,0.8526,1.7568,0.7523,0
59652.0,932.197,359.1674,213.7165,60204.0,275.5926,0.8037,0.9908,0.675,0.8626,1.6806,0.7673,0
94355.0,1216.593,480.8746,250.8826,95621.0,346.6072,0.8531,0.9868,0.7403,0.8011,1.9167,0.7208,0
72457.0,1016.4910000000001,380.8485,242.581,73000.0,303.7353,0.7709,0.9926,0.7295,0.8812,1.57,0.7975,0
101604.0,1218.636,467.8848,277.03,102438.0,359.6752,0.8059,0.9919,0.7538,0.8598,1.6889,0.7687,0
61779.0,972.715,388.38,202.9128,62368.0,280.4629,0.8527,0.9906,0.7201,0.8205,1.9140000000000001,0.7221,1
83828.0,1103.111,426.6511,252.0127,84621.0,326.7004,0.8069,0.9906,0.7688,0.8657,1.693,0.7657,1
62931.0,1012.7460000000001,422.1954,190.1828,63481.0,283.0658,0.8928,0.9913,0.7552,0.7709999999999999,2.2199,0.6705,1
78756.0,1211.882,529.8497,190.3297,79847.0,316.6627,0.9333,0.9863,0.7384,0.6739,2.7839,0.5976,1
89404.0,1131.518,432.3557,263.913,90141.0,337.39099999999996,0.7921,0.9918,0.7457,0.8775,1.6383,0.7804,0
68837.0,1017.957,397.0835,223.0049,69600.0,296.0507,0.8274,0.9890000000000001,0.6763,0.8348,1.7806,0.7456,0
76529.0,1054.015,415.3611,235.2246,77036.0,312.1534,0.8242,0.9934,0.7382,0.8656,1.7658,0.7515,0
103124.0,1266.6019999999999,512.6586,257.3235,104002.0,362.3556,0.8649,0.9916,0.6457,0.8078,1.9923,0.7068,0
97019.0,1291.443,551.1399,224.6228,97722.0,351.4661,0.9132,0.9928,0.7314,0.731,2.4536,0.6377,1
95149.0,1234.35,502.4897,241.8111,96002.0,348.0625,0.8766,0.9911,0.7231,0.7848,2.0780000000000003,0.6927,1
88355.0,1260.711,544.9809,207.331,89015.0,335.4058,0.9248,0.9926,0.7437,0.6986,2.6286,0.6154,1
127033.0,1439.29,599.4888,270.4777,127906.0,402.1734,0.8924,0.9932,0.6363,0.7706,2.2164,0.6709,1
71077.0,1136.241,488.2891,186.0013,71792.0,300.8289,0.9246,0.99,0.5132,0.6918,2.6252,0.6161,1
73763.0,1129.9089999999999,482.3872,195.58700000000002,74838.0,306.4604,0.9141,0.9856,0.7688,0.726,2.4664,0.6353,1
87522.0,1240.687,533.5277,209.5657,88303.0,333.82099999999997,0.9196,0.9912,0.7666,0.7145,2.5459,0.6257,1
85054.0,1180.494,488.0854,222.6245,85821.0,329.0807,0.8899,0.9911,0.5741,0.767,2.1924,0.6742,0
70952.0,1060.149,422.9132,214.1723,71667.0,300.5643,0.8623,0.99,0.6304,0.7933,1.9746,0.7107,0
85592.0,1149.0439999999999,460.0186,237.8423,86307.0,330.1199,0.856,0.9917,0.7231,0.8146,1.9341,0.7176,0
68434.0,998.3510000000001,383.4004,228.0989,69046.0,295.1828,0.8038,0.9911,0.7659,0.8628,1.6809,0.7699,0
117620.0,1364.8729999999998,552.2882,272.4748,118591.0,386.9864,0.8698,0.9918,0.6931,0.7934,2.0269,0.7007,1
81583.0,1115.162,447.6351,232.6595,82271.0,322.296,0.8543,0.9916,0.7428,0.8244,1.9240000000000002,0.72,0
78553.0,1160.606,488.4605,206.2977,79303.0,316.2543,0.9064,0.9905,0.545,0.7328,2.3677,0.6475,1
106453.0,1331.894,555.5923,245.516,107393.0,368.1578,0.8971,0.9912,0.7563,0.7541,2.263,0.6626,1
78759.0,1115.483,451.0389,222.8671,79428.0,316.6687,0.8694,0.9916,0.7445,0.7954,2.0238,0.7021,0
91652.0,1195.961,446.3604,262.7367,93654.0,341.6064,0.8084,0.9786,0.7352,0.8052,1.6989,0.7653,0
67155.0,983.199,367.0278,233.8553,67762.0,292.4114,0.7707,0.991,0.7756,0.873,1.5695,0.7967,0
97349.0,1331.5610000000001,570.1317,218.0814,98088.0,352.0633,0.924,0.9925,0.5043,0.69,2.6143,0.6175,1
80285.0,1141.487,471.066,217.827,81085.0,319.7218,0.8867,0.9901,0.6917,0.7743,2.1626,0.6787,1
97037.0,1293.859,548.9082,226.4816,97866.0,351.4987,0.9109,0.9915,0.5465,0.7284,2.4236,0.6404,1
61100.0,916.215,343.0318,227.8321,61587.0,278.9174,0.7476,0.9921,0.7634,0.9147,1.5056,0.8131,0
75758.0,1065.174,412.8309,234.5266,76655.0,310.577,0.823,0.9883,0.7467,0.8391,1.7603,0.7523,0
92175.0,1207.754,485.4328,242.9822,93233.0,342.5797,0.8657,0.9887,0.7177,0.7941,1.9978,0.7057,0
76929.0,1090.481,448.0012,218.9811,77487.0,312.9681,0.8724,0.9928,0.7264,0.8129,2.0458,0.6986,1
74286.0,1119.4180000000001,469.9465,202.6598,75036.0,307.5449,0.9022,0.99,0.7523,0.745,2.3189,0.6544,1
72713.0,1039.375,401.8137,231.1989,73336.0,304.2714,0.8179,0.9915,0.6861,0.8458,1.7380000000000002,0.7572,0
73470.0,1048.552,419.0216,223.7531,74086.0,305.8511,0.8455,0.9917,0.7423,0.8397,1.8727,0.7299,0
79843.0,1096.6760000000002,432.0034,237.4613,80638.0,318.8405,0.8354,0.9901,0.7440000000000001,0.8342,1.8193,0.7381,0
81531.0,1145.799,458.4715,227.7827,82479.0,322.1933,0.8678,0.9885,0.769,0.7804,2.0128,0.7028,0
72238.0,1053.34,421.9415,219.2896,73015.0,303.2759,0.8543,0.9894,0.7431,0.8182,1.9241,0.7188,0
94685.0,1284.1,533.1532,227.4718,95896.0,347.2127,0.9044,0.9874,0.7389,0.7216,2.3438,0.6512,0
85817.0,1190.49,500.2606,219.955,86678.0,330.5535,0.8982,0.9901,0.7625,0.7609,2.2744,0.6608,1
103396.0,1314.138,546.3701,241.5917,104231.0,362.8331,0.8969,0.992,0.6259,0.7524,2.2615,0.6641,1
75892.0,1119.461,464.6562,209.1392,76674.0,310.8516,0.893,0.9898,0.7283,0.7609999999999999,2.2218,0.669,1
99050.0,1317.454,555.2837,227.7509,100015.0,355.1259,0.912,0.9904,0.6905,0.7171,2.4381,0.6395,1
76345.0,1134.263,474.9657,205.4259,77175.0,311.7779,0.9016,0.9892,0.5781,0.7457,2.3121,0.6564,1
66709.0,1015.323,405.1613,211.1542,67431.0,291.4387,0.8535,0.9893,0.7179,0.8132,1.9188,0.7193,0
55816.0,945.573,385.8759,184.8815,56414.0,266.5842,0.8777,0.9894,0.7054,0.7845,2.0872,0.6909,1
79494.0,1131.1960000000001,467.0341,217.5995,80207.0,318.1429,0.8848,0.9911,0.7499,0.7807,2.1463,0.6812,1
85686.0,1244.681,528.0725,208.0628,86599.0,330.3011,0.9191,0.9895,0.5137,0.695,2.5380000000000003,0.6255,1
100064.0,1285.404,490.37300000000005,260.5057,100845.0,356.939,0.8472,0.9923,0.6782,0.7609999999999999,1.8824,0.7279,0
72826.0,1068.76,435.5519,213.7546,73578.0,304.5077,0.8713,0.9898,0.6267,0.8012,2.0376,0.6991,1
90342.0,1202.003,497.9628,231.2616,91195.0,339.1563,0.8856,0.9906,0.7656,0.7858,2.1532,0.6811,1
67526.0,1014.952,397.593,217.4362,68407.0,293.218,0.8372,0.9871,0.7196,0.8237,1.8285,0.7375,0
88995.0,1227.339,516.8949,219.6101,89728.0,336.6184,0.9053,0.9918,0.7631,0.7424,2.3537,0.6512,1
73492.0,1078.682,425.3559,221.2959,74329.0,305.8969,0.8540000000000001,0.9887,0.6878,0.7937,1.9221,0.7192,0
68983.0,1016.5139999999999,400.0745,220.7906,69576.0,296.3644,0.8339,0.9915,0.7312,0.8389,1.8119999999999998,0.7408,0
83000.0,1194.718,508.171,208.7585,83783.0,325.0829,0.9117,0.9907,0.5678,0.7307,2.4343,0.6397,1
105706.0,1234.8980000000001,461.5564,292.53,106736.0,366.8638,0.7735,0.9904,0.7302,0.8711,1.5778,0.7948,0
97730.0,1247.961,517.6441,240.8913,98380.0,352.7516,0.8851,0.9934,0.7472,0.7886,2.1489,0.6815,1
84130.0,1126.5639999999999,447.3685,241.2191,84737.0,327.2883,0.8422,0.9928,0.7539,0.833,1.8546,0.7316,0
52367.0,1001.304,438.2606,154.5346,53045.0,258.2165,0.9358,0.9872,0.624,0.6564,2.8360000000000003,0.5892,1
84934.0,1115.518,424.2902,255.6963,85714.0,328.8485,0.7979999999999999,0.9909,0.7154,0.8577,1.6594,0.7751,0
